"Gene_ID","Module"
"gene-ALOX5AP|ALOX5AP","blue"
"gene-HSPH1|HSPH1","blue"
"gene-USPL1|USPL1","yellow"
"gene-LOC105758664|LOC105758664","lightyellow"
"gene-KATNAL1|KATNAL1","green"
"gene-HMGB1|HMGB1","red"
"gene-LOC121470071|LOC121470071","grey"
"gene-UBL3|UBL3","skyblue3"
"gene-SLC7A1|SLC7A1","green"
"gene-MTUS2|MTUS2","green"
"gene-SLC46A3|SLC46A3","red"
"gene-POMP|POMP","magenta"
"gene-PDX1|PDX1","royalblue"
"gene-LOC140684344|LOC140684344","grey"
"gene-PAN3|PAN3","black"
"gene-FLT1|FLT1","blue"
"gene-FLT3|FLT3","tan"
"gene-LNX2|LNX2","greenyellow"
"gene-LOC100217615|LOC100217615","turquoise"
"gene-MTIF3|MTIF3","brown"
"gene-GTF3A|GTF3A","yellow"
"gene-USP12|USP12","yellow"
"gene-WASF3|WASF3","grey"
"gene-RASL11A|RASL11A","blue"
"gene-RPL21|RPL21","magenta"
"gene-LOC115497810|LOC115497810","magenta"
"gene-LOC115497779|LOC115497779","black"
"gene-CDK8|CDK8","grey60"
"gene-RNF6|RNF6","darkorange2"
"gene-ATP8A2|ATP8A2","darkolivegreen"
"gene-SHISA2|SHISA2","turquoise"
"gene-NUP58|NUP58","turquoise"
"gene-MTMR6|MTMR6","turquoise"
"gene-AMER2|AMER2","orange"
"gene-LOC100227271|LOC100227271","grey"
"gene-SPATA13|SPATA13","turquoise"
"gene-MIPEP|MIPEP","brown"
"gene-TNFRSF19|TNFRSF19","grey"
"gene-SACS|SACS","paleturquoise"
"gene-SGCG|SGCG","darkgrey"
"gene-LOC140684403|LOC140684403","plum1"
"gene-FGF9|FGF9","lightgreen"
"gene-LOC140684413|LOC140684413","red"
"gene-MICU2|MICU2","turquoise"
"gene-ZDHHC20|ZDHHC20","pink"
"gene-SKA3|SKA3","grey"
"gene-MRPL57|MRPL57","greenyellow"
"gene-SAP18|SAP18","midnightblue"
"gene-LATS2|LATS2","blue"
"gene-XPO4|XPO4","darkmagenta"
"gene-IL17D|IL17D","grey"
"gene-LOC140684429|LOC140684429","cyan"
"gene-EEF1AKMT1|EEF1AKMT1","cyan"
"gene-IFT88|IFT88","navajowhite2"
"gene-LOC100219548|LOC100219548","pink"
"gene-CRYL1|CRYL1","royalblue"
"gene-LOC140684437|LOC140684437","darkmagenta"
"gene-GJA3|GJA3","brown"
"gene-GJB2|GJB2","maroon"
"gene-ZMYM2|ZMYM2","darkmagenta"
"gene-CPAP|CPAP","palevioletred3"
"gene-PSPC1|PSPC1","red"
"gene-MPHOSPH8|MPHOSPH8","turquoise"
"gene-RNF17|RNF17","blue"
"gene-ARHGAP20|ARHGAP20","blue"
"gene-ZC3H12C|ZC3H12C","red"
"gene-LOC140684452|LOC140684452","blue"
"gene-LOC140685224|LOC140685224","midnightblue"
"gene-LOC140680334|LOC140680334","yellowgreen"
"gene-LOC140684450|LOC140684450","blue"
"gene-FDX1|FDX1","brown"
"gene-RDX|RDX","pink"
"gene-LOC115495779|LOC115495779","green"
"gene-GPC5|GPC5","grey"
"gene-ABCC4|ABCC4","green"
"gene-TGDS|TGDS","darkred"
"gene-GPR180|GPR180","turquoise"
"gene-CLDN10|CLDN10","blue"
"gene-DZIP1|DZIP1","darkorange"
"gene-HS6ST3|HS6ST3","thistle2"
"gene-UGGT2|UGGT2","cyan"
"gene-DNAJC3|DNAJC3","midnightblue"
"gene-MBNL2|MBNL2","lightcyan"
"gene-LOC140684471|LOC140684471","yellow"
"gene-RAP2A|RAP2A","purple"
"gene-IPO5|IPO5","lightgreen"
"gene-STK24|STK24","lightcyan"
"gene-FARP1|FARP1","lightgreen"
"gene-DOCK9|DOCK9","plum1"
"gene-UBAC2|UBAC2","turquoise"
"gene-GPR18|GPR18","green"
"gene-GPR183|GPR183","green"
"gene-TM9SF2|TM9SF2","brown"
"gene-CLYBL|CLYBL","turquoise"
"gene-TMTC4|TMTC4","pink"
"gene-PCCA|PCCA","brown"
"gene-LOC140684492|LOC140684492","yellow"
"gene-GGACT|GGACT","brown"
"gene-NALCN|NALCN","royalblue"
"gene-FGF14|FGF14","grey"
"gene-ITGBL1|ITGBL1","skyblue3"
"gene-TPP2|TPP2","brown"
"gene-TEX30|TEX30","black"
"gene-POGLUT2|POGLUT2","cyan"
"gene-BIVM|BIVM","brown"
"gene-ERCC5|ERCC5","black"
"gene-LOC140680336|LOC140680336","white"
"gene-LOC116808949|LOC116808949","black"
"gene-EFNB2|EFNB2","black"
"gene-LOC115495873|LOC115495873","yellow"
"gene-ARGLU1|ARGLU1","black"
"gene-TNFSF13B|TNFSF13B","blue"
"gene-LIG4|LIG4","red"
"gene-ABHD13|ABHD13","black"
"gene-LOC100232370|LOC100232370","salmon"
"gene-LOC100229427|LOC100229427","blue"
"gene-XG|XG","violet"
"gene-GYG2|GYG2","violet"
"gene-CD99|CD99","cyan"
"gene-ZBED1|ZBED1","pink"
"gene-DHRSX|DHRSX","cyan"
"gene-ASMT|ASMT","violet"
"gene-AKAP17A|AKAP17A","cyan"
"gene-LOC115495938|LOC115495938","purple"
"gene-CRLF2|CRLF2","blue"
"gene-PPP2R3B|PPP2R3B","black"
"gene-LOC100221786|LOC100221786","palevioletred3"
"gene-GTPBP6|GTPBP6","yellow"
"gene-PLCXD1|PLCXD1","brown"
"gene-P2RY8|P2RY8","green"
"gene-LOC140684548|LOC140684548","salmon"
"gene-ASMTL|ASMTL","turquoise"
"gene-SLC25A6|SLC25A6","lightgreen"
"gene-LOC101233002|LOC101233002","lightgreen"
"gene-LOC101232863|LOC101232863","green"
"gene-JADE3|JADE3","blue"
"gene-LOC140684556|LOC140684556","grey60"
"gene-RP2|RP2","grey"
"gene-LOC100230413|LOC100230413","cyan"
"gene-RGN|RGN","red"
"gene-SLC9A7|SLC9A7","green"
"gene-CHST7|CHST7","green"
"gene-TUBGCP5|TUBGCP5","red"
"gene-CYFIP1|CYFIP1","lightgreen"
"gene-NIPA2|NIPA2","sienna3"
"gene-NIPA1|NIPA1","pink"
"gene-GABRB3|GABRB3","darkorange2"
"gene-GABRG3|GABRG3","skyblue"
"gene-ATP10A|ATP10A","purple"
"gene-HERC2|HERC2","yellow"
"gene-CNGA3|CNGA3","salmon"
"gene-VWA3B|VWA3B","black"
"gene-UBE3A|UBE3A","turquoise"
"gene-TMEM131|TMEM131","darkgrey"
"gene-INPP4A|INPP4A","tan"
"gene-CRACDL|CRACDL","blue"
"gene-TSGA10|TSGA10","salmon"
"gene-COA5|COA5","magenta"
"gene-UNC50|UNC50","darkred"
"gene-MGAT4A|MGAT4A","green"
"gene-LOC121470262|LOC121470262","mediumpurple3"
"gene-LIPT1|LIPT1","darkred"
"gene-MITD1|MITD1","red"
"gene-MRPL30|MRPL30","greenyellow"
"gene-REV1|REV1","salmon"
"gene-TXNDC9|TXNDC9","turquoise"
"gene-EIF5B|EIF5B","greenyellow"
"gene-AFF3|AFF3","salmon4"
"gene-LONRF2|LONRF2","turquoise"
"gene-CHST10|CHST10","saddlebrown"
"gene-PDCL3|PDCL3","brown"
"gene-NPAS2|NPAS2","red"
"gene-LOC140684607|LOC140684607","plum2"
"gene-RPL31|RPL31","magenta"
"gene-TBC1D8|TBC1D8","paleturquoise"
"gene-CNOT11|CNOT11","greenyellow"
"gene-LOC140684610|LOC140684610","blue"
"gene-LOC115497827|LOC115497827","yellow"
"gene-RNF149|RNF149","navajowhite2"
"gene-MAP4K4|MAP4K4","turquoise"
"gene-IL1R2|IL1R2","midnightblue"
"gene-IL1RL1|IL1RL1","darkolivegreen"
"gene-LOC100229435|LOC100229435","blue"
"gene-IL18R1|IL18R1","darkorange"
"gene-IL18RAP|IL18RAP","tan"
"gene-SLC9A4|SLC9A4","tan"
"gene-LOC100220817|LOC100220817","midnightblue"
"gene-SLC9A2|SLC9A2","black"
"gene-TMEM182|TMEM182","grey"
"gene-MFSD9|MFSD9","brown"
"gene-POU3F3|POU3F3","orange"
"gene-MRPS9|MRPS9","brown"
"gene-LOC140684665|LOC140684665","blue"
"gene-TGFBRAP1|TGFBRAP1","salmon4"
"gene-C1H2orf49|C1H2orf49","skyblue3"
"gene-FHL2|FHL2","plum1"
"gene-ECRG4|ECRG4","thistle2"
"gene-NCK2|NCK2","pink"
"gene-UXS1|UXS1","darkred"
"gene-LOC100228578|LOC100228578","cyan"
"gene-LOC115496204|LOC115496204","darkgreen"
"gene-ST6GAL2|ST6GAL2","blue"
"gene-LOC140684679|LOC140684679","midnightblue"
"gene-SULT1C4|SULT1C4","darkgreen"
"gene-GCC2|GCC2","brown"
"gene-LIMS1|LIMS1","darkolivegreen"
"gene-LOC140684678|LOC140684678","lightgreen"
"gene-CCDC138|CCDC138","brown"
"gene-EDAR|EDAR","lightpink4"
"gene-SH3RF3|SH3RF3","lightcyan"
"gene-RGPD4|RGPD4","turquoise"
"gene-SEPTIN10|SEPTIN10","lightgreen"
"gene-CHAMP1|CHAMP1","violet"
"gene-UPF3A|UPF3A","black"
"gene-CDC16|CDC16","floralwhite"
"gene-RASA3|RASA3","green"
"gene-GAS6|GAS6","paleturquoise"
"gene-TFDP1|TFDP1","red"
"gene-ADPRHL1|ADPRHL1","darkolivegreen"
"gene-LOC100226687|LOC100226687","lightsteelblue1"
"gene-DCUN1D2|DCUN1D2","black"
"gene-TMCO3|TMCO3","grey"
"gene-GRTP1|GRTP1","blue"
"gene-LAMP1|LAMP1","saddlebrown"
"gene-MCF2L|MCF2L","blue"
"gene-ATP11A|ATP11A","grey"
"gene-LOC115496344|LOC115496344","brown"
"gene-TUBGCP3|TUBGCP3","turquoise"
"gene-CUL4A|CUL4A","black"
"gene-PCID2|PCID2","blue"
"gene-PROZ|PROZ","midnightblue"
"gene-F10|F10","blue"
"gene-LOC100223776|LOC100223776","blue"
"gene-ARHGEF7|ARHGEF7","brown"
"gene-ANKRD10|ANKRD10","black"
"gene-ING1|ING1","lightcyan"
"gene-CARS2|CARS2","brown4"
"gene-NAXD|NAXD","darkseagreen4"
"gene-LOC140684749|LOC140684749","yellow"
"gene-RAB20|RAB20","turquoise"
"gene-IRS2|IRS2","darkolivegreen"
"gene-COL4A1|COL4A1","yellow"
"gene-COL4A2|COL4A2","brown4"
"gene-MXRA5|MXRA5","brown4"
"gene-PRKX|PRKX","green"
"gene-MYO16|MYO16","darkred"
"gene-PUDP|PUDP","cyan"
"gene-LOC140684761|LOC140684761","grey60"
"gene-LOC121470409|LOC121470409","grey60"
"gene-PNPLA4|PNPLA4","grey"
"gene-ANOS1|ANOS1","black"
"gene-GPR143|GPR143","brown4"
"gene-TBL1X|TBL1X","lightgreen"
"gene-SHROOM2|SHROOM2","grey"
"gene-LOC115497343|LOC115497343","navajowhite2"
"gene-CLCN4|CLCN4","lightpink4"
"gene-WWC3|WWC3","green"
"gene-MID1|MID1","blue"
"gene-ARHGAP6|ARHGAP6","brown4"
"gene-LOC100224152|LOC100224152","brown"
"gene-FRMPD4|FRMPD4","cyan"
"gene-LOC115496483|LOC115496483","blue"
"gene-MSL3|MSL3","skyblue"
"gene-LOC140684786|LOC140684786","pink"
"gene-PRPS2|PRPS2","antiquewhite4"
"gene-LOC100231797|LOC100231797","blue"
"gene-TMSB4X|TMSB4X","green"
"gene-GEMIN8|GEMIN8","midnightblue"
"gene-OFD1|OFD1","lightcyan"
"gene-GPM6B|GPM6B","cyan"
"gene-RAB9A|RAB9A","saddlebrown"
"gene-TCEANC|TCEANC","black"
"gene-LOC115496564|LOC115496564","salmon"
"gene-TRAPPC2|TRAPPC2","turquoise"
"gene-FANCB|FANCB","lightgreen"
"gene-MOSPD2|MOSPD2","salmon4"
"gene-ASB9|ASB9","red"
"gene-PIGA|PIGA","red"
"gene-VEGFD|VEGFD","maroon"
"gene-ACE2|ACE2","lightcyan"
"gene-CLTRN|CLTRN","black"
"gene-AP1S2|AP1S2","green"
"gene-ZRSR2|ZRSR2","salmon"
"gene-LOC140684835|LOC140684835","brown"
"gene-CTPS2|CTPS2","turquoise"
"gene-SYAP1|SYAP1","brown"
"gene-TXLNG|TXLNG","darkmagenta"
"gene-RBBP7|RBBP7","red"
"gene-REPS2|REPS2","darkslateblue"
"gene-NHS|NHS","midnightblue"
"gene-BEND2|BEND2","skyblue"
"gene-RAI2|RAI2","blue"
"gene-SCML2|SCML2","yellow"
"gene-CDKL5|CDKL5","yellow"
"gene-ADGRG2|ADGRG2","blue"
"gene-PPEF1|PPEF1","steelblue"
"gene-PHKA2|PHKA2","brown"
"gene-PDHA1|PDHA1","brown"
"gene-MAP3K15|MAP3K15","blue"
"gene-LOC115496722|LOC115496722","blue"
"gene-MAP7D2|MAP7D2","blue"
"gene-SH3KBP1|SH3KBP1","lightcyan"
"gene-BCLAF3|BCLAF3","blue"
"gene-EIF1AX|EIF1AX","greenyellow"
"gene-RPS6KA3|RPS6KA3","orange"
"gene-SMPX|SMPX","blue"
"gene-CNKSR2|CNKSR2","green"
"gene-MBTPS2|MBTPS2","pink"
"gene-LOC115496760|LOC115496760","salmon4"
"gene-SMS|SMS","sienna3"
"gene-PHEX|PHEX","grey"
"gene-PTCHD1|PTCHD1","brown"
"gene-ACOT9|ACOT9","red"
"gene-PRDX4|PRDX4","magenta"
"gene-LOC115496797|LOC115496797","steelblue"
"gene-LOC140684918|LOC140684918","tan"
"gene-SAT1|SAT1","blue"
"gene-APOO|APOO","sienna3"
"gene-KLHL15|KLHL15","red"
"gene-LOC140680276|LOC140680276","tan"
"gene-LOC115496804|LOC115496804","blue"
"gene-ZFX|ZFX","brown"
"gene-EIF2S3|EIF2S3","brown"
"gene-LOC140685228|LOC140685228","yellow"
"gene-PDK3|PDK3","turquoise"
"gene-PCYT1B|PCYT1B","pink"
"gene-ARX|ARX","grey"
"gene-POLA1|POLA1","grey60"
"gene-LOC100227062|LOC100227062","lightsteelblue1"
"gene-TASL|TASL","salmon"
"gene-LOC121470562|LOC121470562","purple"
"gene-TMEM47|TMEM47","turquoise"
"gene-GK|GK","pink"
"gene-LOC100223167|LOC100223167","yellow"
"gene-TAB3|TAB3","yellowgreen"
"gene-LOC115496828|LOC115496828","darkorange"
"gene-CFAP47|CFAP47","grey60"
"gene-PRRG1|PRRG1","tan"
"gene-DMD|DMD","grey"
"gene-LOC121470894|LOC121470894","lightgreen"
"gene-LOC140684963|LOC140684963","ivory"
"gene-LANCL3|LANCL3","lightcyan"
"gene-XK|XK","grey60"
"gene-CYBB|CYBB","green"
"gene-DYNLT3|DYNLT3","brown"
"gene-SRPX|SRPX","yellowgreen"
"gene-LOC115496885|LOC115496885","purple"
"gene-LOC100222223|LOC100222223","purple"
"gene-LOC115496894|LOC115496894","tan"
"gene-TSPAN7|TSPAN7","orange"
"gene-MID1IP1|MID1IP1","orange"
"gene-BCOR|BCOR","purple"
"gene-LOC140684996|LOC140684996","yellow"
"gene-ATP6AP2|ATP6AP2","brown"
"gene-MED14|MED14","turquoise"
"gene-LOC140684999|LOC140684999","pink"
"gene-USP9X|USP9X","turquoise"
"gene-RPL8|RPL8","magenta"
"gene-NYX|NYX","lightyellow"
"gene-CASK|CASK","turquoise"
"gene-GPR34|GPR34","green"
"gene-GPR82|GPR82","tan"
"gene-LOC100221249|LOC100221249","royalblue"
"gene-DDX3X|DDX3X","black"
"gene-NDP|NDP","royalblue"
"gene-EFHC2|EFHC2","grey60"
"gene-LOC100223232|LOC100223232","red"
"gene-FUNDC1|FUNDC1","red"
"gene-DIPK2B|DIPK2B","honeydew1"
"gene-LOC115496969|LOC115496969","cyan"
"gene-LOC115497347|LOC115497347","purple"
"gene-KDM6A|KDM6A","black"
"gene-LOC115496967|LOC115496967","black"
"gene-ICOSLG|ICOSLG","darkred"
"gene-LOC115496994|LOC115496994","green"
"gene-GATD3|GATD3","blue"
"gene-PWP2|PWP2","pink"
"gene-LOC140685047|LOC140685047","black"
"gene-TRAPPC10|TRAPPC10","coral1"
"gene-AGPAT3|AGPAT3","brown"
"gene-LOC140685229|LOC140685229","turquoise"
"gene-PDXK|PDXK","turquoise"
"gene-RRP1B|RRP1B","grey"
"gene-HSF2BP|HSF2BP","yellow"
"gene-SIK1|SIK1","blue"
"gene-PDE9A|PDE9A","darkturquoise"
"gene-ABCG1|ABCG1","grey"
"gene-C2CD2|C2CD2","yellowgreen"
"gene-PRDM15|PRDM15","pink"
"gene-TMPRSS2|TMPRSS2","yellow"
"gene-FAM3B|FAM3B","plum1"
"gene-U2AF1|U2AF1","black"
"gene-LOC100222166|LOC100222166","turquoise"
"gene-PKNOX1|PKNOX1","midnightblue"
"gene-NDUFV3|NDUFV3","magenta"
"gene-WDR4|WDR4","turquoise"
"gene-SLC37A1|SLC37A1","turquoise"
"gene-RSPH1|RSPH1","floralwhite"
"gene-UBASH3A|UBASH3A","tan"
"gene-TMPRSS3|TMPRSS3","antiquewhite4"
"gene-UMODL1|UMODL1","blue"
"gene-ZBTB21|ZBTB21","salmon"
"gene-LOC115497050|LOC115497050","paleturquoise"
"gene-RIPK4|RIPK4","grey"
"gene-LOC100218402|LOC100218402","purple"
"gene-BACE2|BACE2","grey"
"gene-PSMG1|PSMG1","grey"
"gene-B3GALT5|B3GALT5","orangered4"
"gene-LCA5L|LCA5L","grey"
"gene-PCP4|PCP4","blue"
"gene-IGSF5|IGSF5","brown"
"gene-LOC140685086|LOC140685086","mediumpurple3"
"gene-GET1|GET1","turquoise"
"gene-HMGN1|HMGN1","darkred"
"gene-BRWD1|BRWD1","yellow"
"gene-ETS2|ETS2","midnightblue"
"gene-RUNX1|RUNX1","green"
"gene-KCNE2|KCNE2","saddlebrown"
"gene-LOC140685131|LOC140685131","blue"
"gene-CLIC6|CLIC6","green"
"gene-RCAN1|RCAN1","midnightblue"
"gene-SMIM11|SMIM11","black"
"gene-MRPS6|MRPS6","greenyellow"
"gene-SLC5A3|SLC5A3","blue"
"gene-LOC116808912|LOC116808912","blue"
"gene-ERG|ERG","yellow"
"gene-KCNJ15|KCNJ15","blue"
"gene-KCNJ6|KCNJ6","mediumpurple3"
"gene-DYRK1A|DYRK1A","turquoise"
"gene-TTC3|TTC3","purple"
"gene-LOC115497172|LOC115497172","red"
"gene-HLCS|HLCS","pink"
"gene-DOP1B|DOP1B","grey60"
"gene-SETD4|SETD4","grey60"
"gene-LOC140685102|LOC140685102","steelblue"
"gene-VPS26C|VPS26C","brown"
"gene-PIGP|PIGP","darkred"
"gene-LOC140685126|LOC140685126","thistle1"
"gene-SIM2|SIM2","plum2"
"gene-CHAF1B|CHAF1B","purple"
"gene-MORC3|MORC3","red"
"gene-LOC100222525|LOC100222525","brown"
"gene-LOC100222646|LOC100222646","bisque4"
"gene-LOC100227500|LOC100227500","blue"
"gene-LOC115497281|LOC115497281","blue"
"gene-RPS11|RPS11","magenta"
"gene-LOC140685199|LOC140685199","magenta"
"gene-LOC115497787|LOC115497787","black"
"gene-CCKBR|CCKBR","blue"
"gene-FHIP1B|FHIP1B","brown"
"gene-SMPD1|SMPD1","blue"
"gene-APBB1|APBB1","grey"
"gene-TRIM3|TRIM3","green"
"gene-ILK|ILK","darkgrey"
"gene-ARFIP2|ARFIP2","lightcyan1"
"gene-TIMM10B|TIMM10B","magenta"
"gene-RRP8|RRP8","black"
"gene-CRYZL1|CRYZL1","yellow"
"gene-ITSN1|ITSN1","turquoise"
"gene-DNAJC28|DNAJC28","brown"
"gene-STIM1|STIM1","brown"
"gene-NUP98|NUP98","blue"
"gene-LOC115497224|LOC115497224","darkgreen"
"gene-ATP5PO|ATP5PO","greenyellow"
"gene-LOC100222702|LOC100222702","magenta"
"gene-GART|GART","lightgreen"
"gene-SON|SON","turquoise"
"gene-DONSON|DONSON","steelblue"
"gene-TMEM50B|TMEM50B","cyan"
"gene-IFNGR2|IFNGR2","greenyellow"
"gene-LOC140685154|LOC140685154","white"
"gene-IFNAR1|IFNAR1","brown"
"gene-IL10RB|IL10RB","honeydew1"
"gene-IFNAR2|IFNAR2","red"
"gene-RRM1|RRM1","turquoise"
"gene-RHOG|RHOG","green"
"gene-PGAP2|PGAP2","turquoise"
"gene-LOC100220722|LOC100220722","blue"
"gene-LOC100190585|LOC100190585","green"
"gene-HBE1|HBE1","blue"
"gene-DCHS1|DCHS1","yellow"
"gene-TAF10|TAF10","sienna3"
"gene-TPP1|TPP1","magenta"
"gene-LOC115497292|LOC115497292","grey"
"gene-LOC140685214|LOC140685214","yellow"
"gene-LOC140685230|LOC140685230","orangered4"
"gene-LCMT2|LCMT2","pink"
"gene-LOC140685215|LOC140685215","yellow"
"gene-LOC140685216|LOC140685216","turquoise"
"gene-LOC140685217|LOC140685217","grey"
"gene-LOC140680462|LOC140680462","royalblue"
"gene-LOC140682282|LOC140682282","pink"
"gene-LOC116809227|LOC116809227","lightyellow"
"gene-LOC100223649|LOC100223649","green"
"gene-LOC100220727|LOC100220727","purple"
"gene-NME6|NME6","black"
"gene-LOC100225533|LOC100225533","turquoise"
"gene-GOLGB1|GOLGB1","turquoise"
"gene-LOC115492608|LOC115492608","black"
"gene-FLNC|FLNC","plum1"
"gene-ATP6V1F|ATP6V1F","turquoise"
"gene-RABL2A|RABL2A","black"
"gene-LOC100230310|LOC100230310","steelblue"
"gene-LOC121469167|LOC121469167","honeydew1"
"gene-CALU|CALU","sienna3"
"gene-IRF5|IRF5","darkorange"
"gene-TNPO3|TNPO3","greenyellow"
"gene-IMPDH1|IMPDH1","plum1"
"gene-RBM28|RBM28","black"
"gene-LOC115492572|LOC115492572","blue"
"gene-MAPK8IP2|MAPK8IP2","royalblue"
"gene-SND1|SND1","midnightblue"
"gene-LRRC4|LRRC4","blue"
"gene-SHANK3|SHANK3","darkgrey"
"gene-LOC115492594|LOC115492594","darkturquoise"
"gene-CHKB|CHKB","yellow"
"gene-CPT1B|CPT1B","lightyellow"
"gene-SCO2|SCO2","darkred"
"gene-ADM2|ADM2","violet"
"gene-NCAPH2|NCAPH2","yellow"
"gene-LMF2|LMF2","grey"
"gene-MIOX|MIOX","sienna3"
"gene-LOC115492573|LOC115492573","darkseagreen4"
"gene-GCC1|GCC1","thistle2"
"gene-ARSA|ARSA","darkorange2"
"gene-SBF1|SBF1","pink"
"gene-PPP6R2|PPP6R2","brown"
"gene-DENND6B|DENND6B","floralwhite"
"gene-LOC140682273|LOC140682273","purple"
"gene-TSPAN33|TSPAN33","magenta"
"gene-SMO|SMO","cyan"
"gene-AHCYL2|AHCYL2","brown"
"gene-SMKR1|SMKR1","tan"
"gene-STRIP2|STRIP2","green"
"gene-NRF1|NRF1","turquoise"
"gene-UBE2H|UBE2H","brown"
"gene-LOC140680525|LOC140680525","black"
"gene-ZC3HC1|ZC3HC1","brown"
"gene-LOC105758620|LOC105758620","darkmagenta"
"gene-KLHDC10|KLHDC10","turquoise"
"gene-LOC100223967|LOC100223967","blue"
"gene-LOC100221042|LOC100221042","green"
"gene-TMEM209|TMEM209","turquoise"
"gene-TASOR2|TASOR2","lightcyan"
"gene-MEST|MEST","bisque4"
"gene-IL15RA|IL15RA","grey60"
"gene-FBH1|FBH1","grey"
"gene-ANKRD16|ANKRD16","black"
"gene-CEP41|CEP41","salmon"
"gene-COPG2|COPG2","brown"
"gene-LOC140680570|LOC140680570","lightpink4"
"gene-GDI2|GDI2","sienna3"
"gene-ASB13|ASB13","turquoise"
"gene-LOC100231595|LOC100231595","blue"
"gene-NET1|NET1","brown4"
"gene-LOC140680573|LOC140680573","grey"
"gene-LOC105758623|LOC105758623","tan"
"gene-SLC35B4|SLC35B4","yellow"
"gene-LRGUK|LRGUK","black"
"gene-EXOC4|EXOC4","grey"
"gene-CHCHD3|CHCHD3","brown"
"gene-PLXNA4|PLXNA4","grey"
"gene-LOC140680591|LOC140680591","white"
"gene-PODXL|PODXL","pink"
"gene-MKLN1|MKLN1","brown"
"gene-LOC121471102|LOC121471102","yellow"
"gene-LOC121471105|LOC121471105","blue"
"gene-LOC140680629|LOC140680629","black"
"gene-IL2RA|IL2RA","tan"
"gene-LOC100222960|LOC100222960","green"
"gene-LOC100228705|LOC100228705","paleturquoise"
"gene-LOC140680603|LOC140680603","grey"
"gene-LOC100225832|LOC100225832","bisque4"
"gene-LOC100225830|LOC100225830","green"
"gene-RBM17|RBM17","sienna3"
"gene-PFKFB3|PFKFB3","blue"
"gene-PRKCQ|PRKCQ","green"
"gene-SFMBT2|SFMBT2","blue"
"gene-LOC100221871|LOC100221871","tan"
"gene-ITIH5|ITIH5","paleturquoise"
"gene-ITIH2|ITIH2","turquoise"
"gene-KIN|KIN","darkred"
"gene-ATP5F1C|ATP5F1C","brown"
"gene-TAF3|TAF3","yellowgreen"
"gene-GATA3|GATA3","green"
"gene-CELF2|CELF2","skyblue"
"gene-USP6NL|USP6NL","coral1"
"gene-ECHDC3|ECHDC3","blue"
"gene-PROSER2|PROSER2","salmon"
"gene-CCDC3|CCDC3","turquoise"
"gene-LOC140680679|LOC140680679","darkmagenta"
"gene-CAMK1D|CAMK1D","blue"
"gene-UPF2|UPF2","lightgreen"
"gene-DHTKD1|DHTKD1","turquoise"
"gene-LOC140680678|LOC140680678","darkmagenta"
"gene-SEC61A2|SEC61A2","brown"
"gene-NUDT5|NUDT5","saddlebrown"
"gene-CDC123|CDC123","brown"
"gene-OPTN|OPTN","turquoise"
"gene-MCM10|MCM10","brown4"
"gene-PHYH|PHYH","white"
"gene-SEPHS1|SEPHS1","brown"
"gene-LOC116809312|LOC116809312","salmon"
"gene-BEND7|BEND7","turquoise"
"gene-PRPF18|PRPF18","green"
"gene-FRMD4A|FRMD4A","green"
"gene-FAM107B|FAM107B","darkorange2"
"gene-HSPA14|HSPA14","black"
"gene-ELAPOR2|ELAPOR2","turquoise"
"gene-LOC140680715|LOC140680715","grey"
"gene-DCLRE1C|DCLRE1C","blue"
"gene-MEIG1|MEIG1","thistle2"
"gene-SUV39H2|SUV39H2","maroon"
"gene-TMEM243|TMEM243","darkred"
"gene-DMTF1|DMTF1","yellow"
"gene-SEMA3D|SEMA3D","plum1"
"gene-SEMA3A|SEMA3A","darkolivegreen"
"gene-SEMA3E|SEMA3E","blue"
"gene-PCLO|PCLO","pink"
"gene-CACNA2D1|CACNA2D1","yellow"
"gene-HGF|HGF","turquoise"
"gene-SEMA3C|SEMA3C","plum1"
"gene-GNAI1|GNAI1","blue"
"gene-CD36|CD36","pink"
"gene-PHTF2|PHTF2","tan"
"gene-MAGI2|MAGI2","ivory"
"gene-RSBN1L|RSBN1L","yellowgreen"
"gene-TMEM60|TMEM60","red"
"gene-PTPN12|PTPN12","grey"
"gene-GSAP|GSAP","yellow"
"gene-CCDC146|CCDC146","red"
"gene-FGL2|FGL2","green"
"gene-FAM185A|FAM185A","darkgreen"
"gene-LRRC17|LRRC17","paleturquoise"
"gene-LOC140680780|LOC140680780","blue"
"gene-LOC140680777|LOC140680777","darkturquoise"
"gene-ARMC10|ARMC10","yellowgreen"
"gene-NAPEPLD|NAPEPLD","pink"
"gene-PMPCB|PMPCB","brown"
"gene-DNAJC2|DNAJC2","floralwhite"
"gene-PSMC2|PSMC2","brown"
"gene-SLC26A5|SLC26A5","brown"
"gene-ORC5|ORC5","plum2"
"gene-RELN|RELN","grey"
"gene-LHFPL3|LHFPL3","violet"
"gene-KMT2E|KMT2E","darkorange"
"gene-SRPK2|SRPK2","cyan"
"gene-PUS7|PUS7","red"
"gene-RINT1|RINT1","greenyellow"
"gene-EFCAB10|EFCAB10","floralwhite"
"gene-LOC115498534|LOC115498534","skyblue"
"gene-ATXN7L1|ATXN7L1","yellow"
"gene-NAMPT|NAMPT","blue"
"gene-CCDC71L|CCDC71L","midnightblue"
"gene-PIK3CG|PIK3CG","pink"
"gene-PRKAR2B|PRKAR2B","lightcyan"
"gene-SLC26A4|SLC26A4","blue"
