"Gene_ID","Module"
"gene-SLC46A3|SLC46A3","black"
"gene-POMP|POMP","green"
"gene-PDX1|PDX1","tan"
"gene-LOC140684344|LOC140684344","salmon"
"gene-PAN3|PAN3","darkolivegreen"
"gene-FLT1|FLT1","darkmagenta"
"gene-FLT3|FLT3","blue"
"gene-LNX2|LNX2","green"
"gene-LOC100217615|LOC100217615","purple"
"gene-MTIF3|MTIF3","green"
"gene-GTF3A|GTF3A","turquoise"
"gene-USP12|USP12","turquoise"
"gene-WASF3|WASF3","blue"
"gene-RASL11A|RASL11A","navajowhite2"
"gene-RPL21|RPL21","pink"
"gene-LOC115497810|LOC115497810","grey"
"gene-LOC115497779|LOC115497779","turquoise"
"gene-CDK8|CDK8","turquoise"
"gene-RNF6|RNF6","turquoise"
"gene-ATP8A2|ATP8A2","blue"
"gene-SHISA2|SHISA2","grey"
"gene-NUP58|NUP58","brown"
"gene-MTMR6|MTMR6","brown"
"gene-AMER2|AMER2","blue"
"gene-LOC100227271|LOC100227271","midnightblue"
"gene-SPATA13|SPATA13","purple"
"gene-MIPEP|MIPEP","brown"
"gene-TNFRSF19|TNFRSF19","paleturquoise"
"gene-SACS|SACS","blue"
"gene-SGCG|SGCG","blue"
"gene-LOC140684403|LOC140684403","midnightblue"
"gene-FGF9|FGF9","turquoise"
"gene-LOC140684413|LOC140684413","yellow"
"gene-MICU2|MICU2","brown"
"gene-ZDHHC20|ZDHHC20","brown"
"gene-SKA3|SKA3","blue"
"gene-MRPL57|MRPL57","greenyellow"
"gene-SAP18|SAP18","yellow"
"gene-LATS2|LATS2","brown"
"gene-XPO4|XPO4","black"
"gene-IL17D|IL17D","black"
"gene-LOC140684429|LOC140684429","turquoise"
"gene-EEF1AKMT1|EEF1AKMT1","red"
"gene-IFT88|IFT88","darkred"
"gene-LOC100219548|LOC100219548","purple"
"gene-CRYL1|CRYL1","red"
"gene-LOC140684437|LOC140684437","red"
"gene-GJA3|GJA3","grey"
"gene-GJB2|GJB2","royalblue"
"gene-ZMYM2|ZMYM2","lightcyan"
"gene-CPAP|CPAP","blue"
"gene-PSPC1|PSPC1","turquoise"
"gene-MPHOSPH8|MPHOSPH8","brown"
"gene-RNF17|RNF17","darkred"
"gene-ARHGAP20|ARHGAP20","pink"
"gene-ZC3H12C|ZC3H12C","blue"
"gene-LOC140684452|LOC140684452","darkred"
"gene-LOC140680334|LOC140680334","yellow"
"gene-LOC140684450|LOC140684450","turquoise"
"gene-FDX1|FDX1","green"
"gene-RDX|RDX","green"
"gene-LOC115495779|LOC115495779","grey"
"gene-GPC5|GPC5","darkgreen"
"gene-GPC6|GPC6","tan"
"gene-ABCC4|ABCC4","blue"
"gene-TGDS|TGDS","grey"
"gene-GPR180|GPR180","grey"
"gene-CLDN10|CLDN10","pink"
"gene-DZIP1|DZIP1","lightcyan"
"gene-HS6ST3|HS6ST3","lightcyan"
"gene-UGGT2|UGGT2","brown"
"gene-DNAJC3|DNAJC3","royalblue"
"gene-MBNL2|MBNL2","red"
"gene-LOC140684471|LOC140684471","turquoise"
"gene-RAP2A|RAP2A","blue"
"gene-IPO5|IPO5","red"
"gene-STK24|STK24","blue"
"gene-FARP1|FARP1","lightgreen"
"gene-DOCK9|DOCK9","royalblue"
"gene-LOC100224757|LOC100224757","blue"
"gene-UBAC2|UBAC2","brown"
"gene-GPR18|GPR18","blue"
"gene-GPR183|GPR183","blue"
"gene-TM9SF2|TM9SF2","green"
"gene-CLYBL|CLYBL","green"
"gene-TMTC4|TMTC4","red"
"gene-PCCA|PCCA","green"
"gene-LOC140684492|LOC140684492","cyan"
"gene-GGACT|GGACT","green"
"gene-NALCN|NALCN","grey"
"gene-FGF14|FGF14","black"
"gene-ITGBL1|ITGBL1","royalblue"
"gene-TPP2|TPP2","purple"
"gene-TEX30|TEX30","black"
"gene-POGLUT2|POGLUT2","blue"
"gene-BIVM|BIVM","violet"
"gene-ERCC5|ERCC5","turquoise"
"gene-LOC140680336|LOC140680336","grey"
"gene-LOC116808949|LOC116808949","grey"
"gene-EFNB2|EFNB2","blue"
"gene-LOC115495873|LOC115495873","grey"
"gene-ARGLU1|ARGLU1","turquoise"
"gene-TNFSF13B|TNFSF13B","blue"
"gene-LIG4|LIG4","darkslateblue"
"gene-ABHD13|ABHD13","black"
"gene-LOC100232370|LOC100232370","turquoise"
"gene-LOC100229427|LOC100229427","darkturquoise"
"gene-XG|XG","darkgreen"
"gene-GYG2|GYG2","plum1"
"gene-CD99|CD99","blue"
"gene-ZBED1|ZBED1","brown"
"gene-DHRSX|DHRSX","saddlebrown"
"gene-ASMT|ASMT","grey"
"gene-AKAP17A|AKAP17A","turquoise"
"gene-LOC115495938|LOC115495938","blue"
"gene-CRLF2|CRLF2","black"
"gene-PPP2R3B|PPP2R3B","turquoise"
"gene-LOC100221786|LOC100221786","turquoise"
"gene-GTPBP6|GTPBP6","turquoise"
"gene-PLCXD1|PLCXD1","turquoise"
"gene-P2RY8|P2RY8","blue"
"gene-LOC140684548|LOC140684548","red"
"gene-ASMTL|ASMTL","green"
"gene-SLC25A6|SLC25A6","purple"
"gene-LOC101233002|LOC101233002","purple"
"gene-LOC101232863|LOC101232863","blue"
"gene-JADE3|JADE3","orangered4"
"gene-LOC140684556|LOC140684556","black"
"gene-RP2|RP2","blue"
"gene-LOC100230413|LOC100230413","grey"
"gene-RGN|RGN","magenta"
"gene-SLC9A7|SLC9A7","blue"
"gene-CHST7|CHST7","blue"
"gene-TUBGCP5|TUBGCP5","blue"
"gene-CYFIP1|CYFIP1","brown"
"gene-NIPA2|NIPA2","yellow"
"gene-NIPA1|NIPA1","brown"
"gene-OCA2|OCA2","blue"
"gene-GABRG3|GABRG3","grey"
"gene-ATP10A|ATP10A","blue"
"gene-HERC2|HERC2","darkslateblue"
"gene-CNGA3|CNGA3","turquoise"
"gene-VWA3B|VWA3B","lightcyan"
"gene-UBE3A|UBE3A","brown"
"gene-TMEM131|TMEM131","green"
"gene-INPP4A|INPP4A","blue"
"gene-CRACDL|CRACDL","turquoise"
"gene-TSGA10|TSGA10","magenta"
"gene-COA5|COA5","pink"
"gene-UNC50|UNC50","turquoise"
"gene-MGAT4A|MGAT4A","black"
"gene-LOC121470262|LOC121470262","turquoise"
"gene-LIPT1|LIPT1","grey"
"gene-MITD1|MITD1","lightgreen"
"gene-MRPL30|MRPL30","yellow"
"gene-REV1|REV1","turquoise"
"gene-TXNDC9|TXNDC9","thistle1"
"gene-EIF5B|EIF5B","brown"
"gene-AFF3|AFF3","lightgreen"
"gene-LONRF2|LONRF2","brown"
"gene-CHST10|CHST10","brown"
"gene-PDCL3|PDCL3","bisque4"
"gene-NPAS2|NPAS2","turquoise"
"gene-LOC140684607|LOC140684607","magenta"
"gene-RPL31|RPL31","pink"
"gene-TBC1D8|TBC1D8","blue"
"gene-CNOT11|CNOT11","salmon"
"gene-LOC140684610|LOC140684610","blue"
"gene-LOC115497827|LOC115497827","tan"
"gene-RNF149|RNF149","blue"
"gene-MAP4K4|MAP4K4","black"
"gene-IL1R2|IL1R2","darkgreen"
"gene-IL1RL1|IL1RL1","red"
"gene-LOC100229435|LOC100229435","red"
"gene-IL18R1|IL18R1","blue"
"gene-IL18RAP|IL18RAP","black"
"gene-SLC9A4|SLC9A4","blue"
"gene-LOC100220817|LOC100220817","red"
"gene-SLC9A2|SLC9A2","steelblue"
"gene-TMEM182|TMEM182","red"
"gene-MFSD9|MFSD9","royalblue"
"gene-POU3F3|POU3F3","black"
"gene-MRPS9|MRPS9","yellow"
"gene-LOC140684665|LOC140684665","turquoise"
"gene-TGFBRAP1|TGFBRAP1","turquoise"
"gene-C1H2orf49|C1H2orf49","darkgrey"
"gene-FHL2|FHL2","cyan"
"gene-ECRG4|ECRG4","grey"
"gene-NCK2|NCK2","brown"
"gene-UXS1|UXS1","blue"
"gene-LOC100228578|LOC100228578","salmon"
"gene-LOC115496204|LOC115496204","black"
"gene-ST6GAL2|ST6GAL2","paleturquoise"
"gene-LOC140684679|LOC140684679","navajowhite2"
"gene-SULT1C4|SULT1C4","purple"
"gene-GCC2|GCC2","brown"
"gene-LIMS1|LIMS1","darkturquoise"
"gene-LOC140684678|LOC140684678","turquoise"
"gene-CCDC138|CCDC138","yellowgreen"
"gene-EDAR|EDAR","green"
"gene-SH3RF3|SH3RF3","yellow"
"gene-RGPD4|RGPD4","brown"
"gene-SEPTIN10|SEPTIN10","black"
"gene-CHAMP1|CHAMP1","turquoise"
"gene-UPF3A|UPF3A","turquoise"
"gene-CDC16|CDC16","turquoise"
"gene-RASA3|RASA3","blue"
"gene-GAS6|GAS6","grey"
"gene-TFDP1|TFDP1","blue"
"gene-ADPRHL1|ADPRHL1","darkgreen"
"gene-LOC100226687|LOC100226687","lightcyan"
"gene-DCUN1D2|DCUN1D2","magenta"
"gene-TMCO3|TMCO3","brown"
"gene-GRTP1|GRTP1","violet"
"gene-LAMP1|LAMP1","green"
"gene-MCF2L|MCF2L","lightyellow"
"gene-ATP11A|ATP11A","floralwhite"
"gene-LOC115496344|LOC115496344","grey"
"gene-TUBGCP3|TUBGCP3","black"
"gene-CUL4A|CUL4A","purple"
"gene-PCID2|PCID2","red"
"gene-PROZ|PROZ","red"
"gene-F10|F10","red"
"gene-LOC100223776|LOC100223776","red"
"gene-LOC140684733|LOC140684733","darkred"
"gene-ARHGEF7|ARHGEF7","yellow"
"gene-ANKRD10|ANKRD10","turquoise"
"gene-ING1|ING1","red"
"gene-CARS2|CARS2","turquoise"
"gene-NAXD|NAXD","magenta"
"gene-LOC140684749|LOC140684749","darkolivegreen"
"gene-RAB20|RAB20","lightsteelblue1"
"gene-IRS2|IRS2","purple"
"gene-COL4A1|COL4A1","blue"
"gene-COL4A2|COL4A2","brown"
"gene-MXRA5|MXRA5","midnightblue"
"gene-PRKX|PRKX","blue"
"gene-MYO16|MYO16","brown4"
"gene-PUDP|PUDP","salmon"
"gene-LOC140684761|LOC140684761","turquoise"
"gene-LOC121470409|LOC121470409","magenta"
"gene-PNPLA4|PNPLA4","turquoise"
"gene-ANOS1|ANOS1","turquoise"
"gene-GPR143|GPR143","paleturquoise"
"gene-TBL1X|TBL1X","salmon"
"gene-SHROOM2|SHROOM2","purple"
"gene-LOC115497343|LOC115497343","turquoise"
"gene-CLCN4|CLCN4","blue"
"gene-WWC3|WWC3","turquoise"
"gene-MID1|MID1","blue"
"gene-ARHGAP6|ARHGAP6","blue"
"gene-LOC100224152|LOC100224152","grey"
"gene-FRMPD4|FRMPD4","lightcyan"
"gene-LOC115496483|LOC115496483","blue"
"gene-MSL3|MSL3","royalblue"
"gene-LOC140684786|LOC140684786","grey"
"gene-PRPS2|PRPS2","magenta"
"gene-LOC100231797|LOC100231797","ivory"
"gene-TMSB4X|TMSB4X","blue"
"gene-GEMIN8|GEMIN8","black"
"gene-OFD1|OFD1","turquoise"
"gene-GPM6B|GPM6B","violet"
"gene-RAB9A|RAB9A","yellow"
"gene-TCEANC|TCEANC","turquoise"
"gene-LOC115496564|LOC115496564","grey"
"gene-TRAPPC2|TRAPPC2","grey"
"gene-FANCB|FANCB","blue"
"gene-MOSPD2|MOSPD2","blue"
"gene-ASB9|ASB9","brown"
"gene-PIGA|PIGA","turquoise"
"gene-VEGFD|VEGFD","red"
"gene-ACE2|ACE2","blue"
"gene-CLTRN|CLTRN","grey"
"gene-AP1S2|AP1S2","blue"
"gene-ZRSR2|ZRSR2","red"
"gene-LOC140684835|LOC140684835","yellow"
"gene-CTPS2|CTPS2","brown"
"gene-SYAP1|SYAP1","greenyellow"
"gene-TXLNG|TXLNG","lightyellow"
"gene-RBBP7|RBBP7","green"
"gene-REPS2|REPS2","tan"
"gene-NHS|NHS","blue"
"gene-BEND2|BEND2","black"
"gene-RAI2|RAI2","midnightblue"
"gene-SCML2|SCML2","blue"
"gene-CDKL5|CDKL5","lightcyan"
"gene-ADGRG2|ADGRG2","midnightblue"
"gene-PPEF1|PPEF1","grey"
"gene-PHKA2|PHKA2","green"
"gene-PDHA1|PDHA1","green"
"gene-MAP3K15|MAP3K15","blue"
"gene-LOC115496722|LOC115496722","red"
"gene-MAP7D2|MAP7D2","red"
"gene-SH3KBP1|SH3KBP1","blue"
"gene-BCLAF3|BCLAF3","lightyellow"
"gene-EIF1AX|EIF1AX","green"
"gene-RPS6KA3|RPS6KA3","salmon"
"gene-SMPX|SMPX","black"
"gene-CNKSR2|CNKSR2","plum2"
"gene-MBTPS2|MBTPS2","floralwhite"
"gene-LOC115496760|LOC115496760","purple"
"gene-SMS|SMS","brown"
"gene-PHEX|PHEX","grey"
"gene-PTCHD1|PTCHD1","skyblue3"
"gene-ACOT9|ACOT9","blue"
"gene-PRDX4|PRDX4","yellow"
"gene-LOC115496797|LOC115496797","green"
"gene-LOC140684918|LOC140684918","blue"
"gene-SAT1|SAT1","red"
"gene-APOO|APOO","yellow"
"gene-KLHL15|KLHL15","black"
"gene-LOC140680276|LOC140680276","red"
"gene-LOC115496804|LOC115496804","black"
"gene-ZFX|ZFX","brown"
"gene-EIF2S3|EIF2S3","brown"
"gene-LOC140685228|LOC140685228","turquoise"
"gene-PDK3|PDK3","brown"
"gene-PCYT1B|PCYT1B","green"
"gene-POLA1|POLA1","midnightblue"
"gene-LOC100227062|LOC100227062","blue"
"gene-TASL|TASL","lightgreen"
"gene-LOC121470562|LOC121470562","grey"
"gene-TMEM47|TMEM47","purple"
"gene-GK|GK","purple"
"gene-LOC100223167|LOC100223167","red"
"gene-TAB3|TAB3","black"
"gene-LOC115496828|LOC115496828","purple"
"gene-CFAP47|CFAP47","royalblue"
"gene-PRRG1|PRRG1","grey"
"gene-DMD|DMD","skyblue"
"gene-LOC121470894|LOC121470894","darkgreen"
"gene-LOC140684963|LOC140684963","white"
"gene-LANCL3|LANCL3","black"
"gene-XK|XK","green"
"gene-CYBB|CYBB","blue"
"gene-DYNLT3|DYNLT3","brown"
"gene-SRPX|SRPX","blue"
"gene-LOC115496885|LOC115496885","red"
"gene-LOC100222223|LOC100222223","black"
"gene-LOC115496894|LOC115496894","pink"
"gene-TSPAN7|TSPAN7","tan"
"gene-MID1IP1|MID1IP1","grey"
"gene-BCOR|BCOR","red"
"gene-LOC140684996|LOC140684996","red"
"gene-ATP6AP2|ATP6AP2","blue"
"gene-MED14|MED14","brown"
"gene-LOC140684999|LOC140684999","blue"
"gene-USP9X|USP9X","brown"
"gene-RPL8|RPL8","pink"
"gene-NYX|NYX","pink"
"gene-CASK|CASK","green"
"gene-GPR34|GPR34","grey"
"gene-GPR82|GPR82","blue"
"gene-LOC100221249|LOC100221249","green"
"gene-DDX3X|DDX3X","turquoise"
"gene-NDP|NDP","grey"
"gene-EFHC2|EFHC2","grey"
"gene-LOC100223232|LOC100223232","green"
"gene-FUNDC1|FUNDC1","salmon4"
"gene-DIPK2B|DIPK2B","grey"
"gene-LOC115496969|LOC115496969","blue"
"gene-LOC115497347|LOC115497347","blue"
"gene-KDM6A|KDM6A","turquoise"
"gene-LOC115496967|LOC115496967","turquoise"
"gene-ICOSLG|ICOSLG","grey"
"gene-LOC115496994|LOC115496994","grey"
"gene-GATD3|GATD3","magenta"
"gene-PWP2|PWP2","black"
"gene-LOC140685047|LOC140685047","grey"
"gene-TRAPPC10|TRAPPC10","brown"
"gene-AGPAT3|AGPAT3","green"
"gene-LOC140685229|LOC140685229","brown"
"gene-PDXK|PDXK","green"
"gene-RRP1B|RRP1B","brown"
"gene-HSF2BP|HSF2BP","grey"
"gene-SIK1|SIK1","grey"
"gene-PDE9A|PDE9A","grey"
"gene-ABCG1|ABCG1","black"
"gene-C2CD2|C2CD2","blue"
"gene-PRDM15|PRDM15","black"
"gene-TMPRSS2|TMPRSS2","purple"
"gene-FAM3B|FAM3B","turquoise"
"gene-U2AF1|U2AF1","turquoise"
"gene-LOC100222166|LOC100222166","green"
"gene-PKNOX1|PKNOX1","darkgrey"
"gene-NDUFV3|NDUFV3","yellow"
"gene-WDR4|WDR4","brown"
"gene-SLC37A1|SLC37A1","brown"
"gene-RSPH1|RSPH1","darkred"
"gene-UBASH3A|UBASH3A","blue"
"gene-TMPRSS3|TMPRSS3","magenta"
"gene-UMODL1|UMODL1","plum2"
"gene-ZBTB21|ZBTB21","red"
"gene-LOC115497050|LOC115497050","red"
"gene-RIPK4|RIPK4","grey"
"gene-LOC100218402|LOC100218402","blue"
"gene-BACE2|BACE2","brown"
"gene-PSMG1|PSMG1","grey"
"gene-B3GALT5|B3GALT5","grey"
"gene-LCA5L|LCA5L","skyblue"
"gene-PCP4|PCP4","blue"
"gene-IGSF5|IGSF5","brown"
"gene-LOC140685086|LOC140685086","turquoise"
"gene-GET1|GET1","grey"
"gene-HMGN1|HMGN1","grey"
"gene-BRWD1|BRWD1","turquoise"
"gene-ETS2|ETS2","blue"
"gene-RUNX1|RUNX1","blue"
"gene-LOC140685131|LOC140685131","blue"
"gene-CLIC6|CLIC6","grey"
"gene-RCAN1|RCAN1","red"
"gene-SMIM11|SMIM11","pink"
"gene-MRPS6|MRPS6","greenyellow"
"gene-SLC5A3|SLC5A3","skyblue"
"gene-ERG|ERG","skyblue"
"gene-KCNJ15|KCNJ15","black"
"gene-KCNJ6|KCNJ6","grey"
"gene-DYRK1A|DYRK1A","brown"
"gene-TTC3|TTC3","darkorange"
"gene-LOC115497172|LOC115497172","thistle1"
"gene-HLCS|HLCS","darkmagenta"
"gene-DOP1B|DOP1B","grey"
"gene-SETD4|SETD4","turquoise"
"gene-LOC140685102|LOC140685102","grey"
"gene-VPS26C|VPS26C","brown"
"gene-PIGP|PIGP","purple"
"gene-LOC140685126|LOC140685126","grey"
"gene-SIM2|SIM2","grey"
"gene-CHAF1B|CHAF1B","blue"
"gene-MORC3|MORC3","lightcyan"
"gene-LOC100222525|LOC100222525","yellow"
"gene-LOC100222646|LOC100222646","black"
"gene-LOC100227500|LOC100227500","blue"
"gene-LOC115497281|LOC115497281","midnightblue"
"gene-RPS11|RPS11","pink"
"gene-LOC140685199|LOC140685199","midnightblue"
"gene-LOC115497787|LOC115497787","purple"
"gene-CCKBR|CCKBR","yellow"
"gene-FHIP1B|FHIP1B","turquoise"
"gene-SMPD1|SMPD1","steelblue"
"gene-APBB1|APBB1","grey"
"gene-TRIM3|TRIM3","turquoise"
"gene-ILK|ILK","blue"
"gene-ARFIP2|ARFIP2","turquoise"
"gene-TIMM10B|TIMM10B","turquoise"
"gene-RRP8|RRP8","turquoise"
"gene-CRYZL1|CRYZL1","red"
"gene-ITSN1|ITSN1","brown"
"gene-DNAJC28|DNAJC28","green"
"gene-STIM1|STIM1","brown"
"gene-NUP98|NUP98","brown"
"gene-LOC115497224|LOC115497224","grey"
"gene-ATP5PO|ATP5PO","yellow"
"gene-LOC100222702|LOC100222702","turquoise"
"gene-GART|GART","purple"
"gene-SON|SON","brown"
"gene-DONSON|DONSON","blue"
"gene-TMEM50B|TMEM50B","brown"
"gene-IFNGR2|IFNGR2","salmon"
"gene-LOC140685154|LOC140685154","turquoise"
"gene-IFNAR1|IFNAR1","salmon"
"gene-IL10RB|IL10RB","greenyellow"
"gene-IFNAR2|IFNAR2","blue"
"gene-RRM1|RRM1","blue"
"gene-RHOG|RHOG","blue"
"gene-PGAP2|PGAP2","yellow"
"gene-LOC100220722|LOC100220722","grey"
"gene-LOC100190585|LOC100190585","bisque4"
"gene-HBE1|HBE1","salmon"
"gene-DCHS1|DCHS1","lavenderblush3"
"gene-TAF10|TAF10","yellow"
"gene-TPP1|TPP1","green"
"gene-LOC115497292|LOC115497292","salmon4"
"gene-LOC140685214|LOC140685214","turquoise"
"gene-LOC140685230|LOC140685230","grey"
"gene-LCMT2|LCMT2","red"
"gene-LOC140685215|LOC140685215","turquoise"
"gene-LOC140685216|LOC140685216","black"
"gene-LOC140685217|LOC140685217","turquoise"
"gene-LOC140680461|LOC140680461","lightyellow"
"gene-LOC140680462|LOC140680462","grey"
"gene-LOC140682282|LOC140682282","turquoise"
"gene-LOC116809227|LOC116809227","grey"
"gene-LOC100223649|LOC100223649","blue"
"gene-LOC100220727|LOC100220727","blue"
"gene-NME6|NME6","magenta"
"gene-LOC100225533|LOC100225533","grey"
"gene-GOLGB1|GOLGB1","royalblue"
"gene-LOC115492608|LOC115492608","darkorange"
"gene-FLNC|FLNC","turquoise"
"gene-OPN1SW|OPN1SW","lavenderblush3"
"gene-ATP6V1F|ATP6V1F","saddlebrown"
"gene-RABL2A|RABL2A","yellow"
"gene-LOC100230310|LOC100230310","turquoise"
"gene-LOC121469167|LOC121469167","yellow"
"gene-CALU|CALU","yellow"
"gene-IRF5|IRF5","blue"
"gene-TNPO3|TNPO3","green"
"gene-IMPDH1|IMPDH1","yellow"
"gene-RBM28|RBM28","yellow"
"gene-LOC115492572|LOC115492572","midnightblue"
"gene-MAPK8IP2|MAPK8IP2","cyan"
"gene-SND1|SND1","brown"
"gene-LRRC4|LRRC4","mediumpurple3"
"gene-SHANK3|SHANK3","skyblue3"
"gene-LOC115492594|LOC115492594","midnightblue"
"gene-CHKB|CHKB","turquoise"
"gene-CPT1B|CPT1B","white"
"gene-SCO2|SCO2","pink"
"gene-ADM2|ADM2","blue"
"gene-NCAPH2|NCAPH2","blue"
"gene-LMF2|LMF2","brown"
"gene-MIOX|MIOX","yellow"
"gene-LOC115492573|LOC115492573","midnightblue"
"gene-GCC1|GCC1","grey"
"gene-ARSA|ARSA","magenta"
"gene-SBF1|SBF1","darkturquoise"
"gene-PPP6R2|PPP6R2","brown"
"gene-DENND6B|DENND6B","grey"
"gene-LOC140682273|LOC140682273","skyblue3"
"gene-TSPAN33|TSPAN33","skyblue"
"gene-SMO|SMO","brown"
"gene-AHCYL2|AHCYL2","skyblue3"
"gene-SMKR1|SMKR1","blue"
"gene-STRIP2|STRIP2","blue"
"gene-NRF1|NRF1","pink"
"gene-UBE2H|UBE2H","brown"
"gene-LOC140680525|LOC140680525","turquoise"
"gene-ZC3HC1|ZC3HC1","brown"
"gene-LOC105758620|LOC105758620","turquoise"
"gene-KLHDC10|KLHDC10","brown"
"gene-LOC100223967|LOC100223967","tan"
"gene-LOC100221042|LOC100221042","tan"
"gene-TMEM209|TMEM209","black"
"gene-TASOR2|TASOR2","lightyellow"
"gene-MEST|MEST","grey"
"gene-IL15RA|IL15RA","turquoise"
"gene-FBH1|FBH1","blue"
"gene-ANKRD16|ANKRD16","turquoise"
"gene-CEP41|CEP41","turquoise"
"gene-COPG2|COPG2","brown"
"gene-LOC140680570|LOC140680570","floralwhite"
"gene-GDI2|GDI2","green"
"gene-ASB13|ASB13","black"
"gene-LOC100231595|LOC100231595","salmon"
"gene-NET1|NET1","blue"
"gene-LOC105758623|LOC105758623","grey"
"gene-SLC35B4|SLC35B4","grey"
"gene-LRGUK|LRGUK","tan"
"gene-EXOC4|EXOC4","grey"
"gene-CHCHD3|CHCHD3","yellow"
"gene-PLXNA4|PLXNA4","grey"
"gene-LOC140680591|LOC140680591","skyblue"
"gene-PODXL|PODXL","salmon"
"gene-MKLN1|MKLN1","green"
"gene-LOC121471102|LOC121471102","turquoise"
"gene-LOC121471105|LOC121471105","red"
"gene-LOC140680629|LOC140680629","blue"
"gene-IL2RA|IL2RA","blue"
"gene-LOC100222960|LOC100222960","blue"
"gene-LOC100228705|LOC100228705","blue"
"gene-LOC140680603|LOC140680603","blue"
"gene-LOC100225832|LOC100225832","blue"
"gene-LOC100225830|LOC100225830","blue"
"gene-RBM17|RBM17","blue"
"gene-PFKFB3|PFKFB3","blue"
"gene-PRKCQ|PRKCQ","blue"
"gene-SFMBT2|SFMBT2","darkmagenta"
"gene-LOC100221871|LOC100221871","blue"
"gene-ITIH5|ITIH5","green"
"gene-ITIH2|ITIH2","magenta"
"gene-KIN|KIN","red"
"gene-ATP5F1C|ATP5F1C","yellow"
"gene-TAF3|TAF3","purple"
"gene-GATA3|GATA3","blue"
"gene-CELF2|CELF2","black"
"gene-USP6NL|USP6NL","black"
"gene-ECHDC3|ECHDC3","turquoise"
"gene-PROSER2|PROSER2","red"
"gene-CCDC3|CCDC3","darkorange"
"gene-LOC140680679|LOC140680679","lightcyan"
"gene-CAMK1D|CAMK1D","grey"
"gene-UPF2|UPF2","black"
"gene-DHTKD1|DHTKD1","purple"
"gene-LOC140680678|LOC140680678","lightcyan"
"gene-SEC61A2|SEC61A2","brown"
"gene-NUDT5|NUDT5","white"
"gene-CDC123|CDC123","brown"
"gene-OPTN|OPTN","brown"
"gene-MCM10|MCM10","blue"
"gene-PHYH|PHYH","purple"
"gene-SEPHS1|SEPHS1","brown"
"gene-LOC116809312|LOC116809312","white"
"gene-BEND7|BEND7","green"
"gene-PRPF18|PRPF18","red"
"gene-FRMD4A|FRMD4A","lightyellow"
"gene-FAM107B|FAM107B","blue"
"gene-HSPA14|HSPA14","darkgrey"
"gene-ELAPOR2|ELAPOR2","green"
"gene-DCLRE1C|DCLRE1C","turquoise"
"gene-MEIG1|MEIG1","darkorange"
"gene-SUV39H2|SUV39H2","turquoise"
"gene-TMEM243|TMEM243","green"
"gene-DMTF1|DMTF1","turquoise"
"gene-SEMA3D|SEMA3D","blue"
"gene-SEMA3A|SEMA3A","grey"
"gene-SEMA3E|SEMA3E","greenyellow"
"gene-PCLO|PCLO","midnightblue"
"gene-CACNA2D1|CACNA2D1","purple"
"gene-HGF|HGF","yellow"
"gene-SEMA3C|SEMA3C","red"
"gene-GNAI1|GNAI1","lightgreen"
"gene-CD36|CD36","purple"
"gene-PHTF2|PHTF2","blue"
"gene-MAGI2|MAGI2","salmon"
"gene-RSBN1L|RSBN1L","lightcyan"
"gene-TMEM60|TMEM60","salmon4"
"gene-PTPN12|PTPN12","skyblue"
"gene-GSAP|GSAP","turquoise"
"gene-CCDC146|CCDC146","red"
"gene-FGL2|FGL2","blue"
"gene-FAM185A|FAM185A","grey"
"gene-LRRC17|LRRC17","blue"
"gene-LOC140680780|LOC140680780","grey"
"gene-LOC140680777|LOC140680777","turquoise"
"gene-ARMC10|ARMC10","blue"
"gene-NAPEPLD|NAPEPLD","palevioletred3"
"gene-PMPCB|PMPCB","magenta"
"gene-DNAJC2|DNAJC2","yellow"
"gene-PSMC2|PSMC2","grey60"
"gene-SLC26A5|SLC26A5","green"
"gene-ORC5|ORC5","blue"
"gene-RELN|RELN","grey"
"gene-LHFPL3|LHFPL3","grey"
"gene-KMT2E|KMT2E","turquoise"
"gene-SRPK2|SRPK2","brown"
"gene-PUS7|PUS7","black"
"gene-RINT1|RINT1","green"
"gene-EFCAB10|EFCAB10","grey"
"gene-LOC115498534|LOC115498534","red"
"gene-ATXN7L1|ATXN7L1","turquoise"
"gene-NAMPT|NAMPT","blue"
"gene-CCDC71L|CCDC71L","ivory"
"gene-PIK3CG|PIK3CG","blue"
"gene-PRKAR2B|PRKAR2B","blue"
"gene-SLC26A4|SLC26A4","turquoise"
"gene-HBP1|HBP1","red"
"gene-COG5|COG5","brown"
"gene-DUS4L|DUS4L","plum2"
"gene-BCAP29|BCAP29","blue"
"gene-SLC26A3|SLC26A3","tan"
"gene-CBLL1|CBLL1","turquoise"
"gene-LOC140680916|LOC140680916","grey"
"gene-LAMB4|LAMB4","blue"
"gene-DLD|DLD","green"
"gene-LAMB1|LAMB1","blue"
"gene-ERGIC2|ERGIC2","brown"
"gene-LRRK2|LRRK2","blue"
"gene-SLC2A13|SLC2A13","skyblue"
"gene-ABCD2|ABCD2","green"
"gene-LOC105758559|LOC105758559","tan"
"gene-KIF21A|KIF21A","grey"
"gene-LOC105758548|LOC105758548","turquoise"
"gene-LOC100189933|LOC100189933","tan"
"gene-LOC121468070|LOC121468070","purple"
"gene-CPNE8|CPNE8","green"
"gene-ALG10|ALG10","turquoise"
"gene-TPRKB|TPRKB","pink"
"gene-GTSE1|GTSE1","blue"
